epoch,beta,recon,kl,perc,loss_g,loss_d,val_loss,val_recon,fid,lr,seconds
1,0.059000,0.043322,0.049134,0.165058,0.133679,2.239376,0.059366,0.039642,nan,1.000e-03,37.1
2,0.059000,0.038410,0.042661,0.153609,0.107202,2.004602,0.056247,0.037817,nan,1.000e-03,21.7
3,0.059000,0.036745,0.043697,0.151748,0.078546,2.003233,0.049721,0.031521,nan,1.000e-03,21.7
4,0.059000,0.036036,0.051213,0.148432,0.061991,2.003722,0.055795,0.035343,nan,1.000e-03,21.5
5,0.059000,0.032709,0.057460,0.147456,0.052158,2.001553,0.069603,0.044014,216.7814,1.000e-03,33.1
6,0.059000,0.031271,0.069686,0.147406,0.056983,2.007663,0.054332,0.031868,nan,1.000e-03,22.0
7,0.059000,0.032753,0.072355,0.151387,0.073312,2.008741,0.058333,0.038624,nan,1.000e-03,21.4
8,0.059000,0.030452,0.074617,0.149311,0.008242,2.005833,0.054374,0.030644,nan,1.000e-03,21.8
9,0.059000,0.030964,0.083559,0.147796,0.047603,2.002073,0.052450,0.029576,nan,1.000e-03,21.4
10,0.059000,0.028174,0.077114,0.145417,0.036803,2.007648,0.044712,0.025155,203.1167,1.000e-03,34.8
11,0.059000,0.029957,0.076655,0.149904,0.041230,2.018580,0.042638,0.023031,nan,1.000e-03,21.9
12,0.059000,0.028866,0.076348,0.145627,0.004609,1.998837,0.046947,0.026959,nan,1.000e-03,21.7
13,0.059000,0.028624,0.079793,0.147117,0.034875,2.001257,0.042315,0.022094,nan,1.000e-03,21.6
14,0.059000,0.027854,0.076099,0.142464,-0.003375,1.997919,0.049250,0.029336,nan,1.000e-03,21.6
15,0.059000,0.026818,0.079464,0.143846,0.020651,2.002723,0.046212,0.026075,187.8900,1.000e-03,33.0
16,0.059000,0.028212,0.081212,0.145572,-0.003264,2.005391,0.048328,0.028562,nan,1.000e-03,22.2
17,0.059000,0.027253,0.076415,0.142500,-0.008180,1.999155,0.042932,0.022878,nan,1.000e-03,21.5
18,0.059000,0.028618,0.079801,0.147916,0.044536,2.007929,0.079111,0.056051,nan,1.000e-03,21.7
19,0.059000,0.028201,0.079015,0.145805,0.028076,2.009750,0.053209,0.029722,nan,1.000e-03,21.5
20,0.059000,0.025532,0.077512,0.142700,0.021639,2.001035,0.040025,0.020887,213.8496,1.000e-03,34.3
21,0.059000,0.026243,0.073021,0.140899,0.039869,1.996505,0.055944,0.033743,nan,1.000e-03,21.5
22,0.059000,0.028266,0.074803,0.143373,0.034113,2.007605,0.041917,0.022461,nan,1.000e-03,21.7
23,0.059000,0.027086,0.074975,0.141240,0.064034,2.006075,0.043152,0.023213,nan,1.000e-03,21.6
24,0.059000,0.027878,0.075849,0.142542,0.017304,1.995538,0.060547,0.037219,nan,1.000e-03,21.7
25,0.059000,0.034495,0.086008,0.169922,0.064905,2.001699,0.047493,0.025701,218.7141,1.000e-03,33.1
26,0.059000,0.027489,0.080844,0.153518,0.013599,2.007124,0.042159,0.021881,nan,1.000e-03,22.1
27,0.059000,0.025641,0.070527,0.147142,0.069727,1.998970,0.048811,0.028268,nan,1.000e-03,21.7
28,0.059000,0.025388,0.076781,0.144175,0.010098,1.996226,0.042715,0.023407,nan,1.000e-03,21.5
29,0.059000,0.026547,0.074357,0.148290,0.085754,1.992440,0.056025,0.034276,nan,1.000e-03,21.5
30,0.059000,0.025610,0.073960,0.143877,0.059509,1.997861,0.064007,0.042155,242.7888,1.000e-03,32.9
31,0.059000,0.028147,0.073559,0.146795,0.054309,2.009574,0.043529,0.023898,nan,1.000e-03,21.7
32,0.059000,0.024849,0.072866,0.139977,-0.007095,1.994907,0.042332,0.022773,nan,1.000e-03,21.5
33,0.059000,0.026823,0.079990,0.145501,0.049913,2.010205,0.038505,0.019752,nan,1.000e-03,21.6
34,0.059000,0.025847,0.073734,0.141916,0.064089,2.002020,0.078656,0.056167,nan,1.000e-03,21.8
35,0.059000,0.025677,0.071841,0.142322,-0.000784,2.005447,0.042540,0.023303,209.1540,1.000e-03,33.2
36,0.059000,0.025283,0.072999,0.142502,0.015342,1.992026,0.047775,0.027145,nan,1.000e-03,22.2
37,0.059000,0.026456,0.078039,0.147511,0.051743,2.004091,0.041282,0.021499,nan,1.000e-03,21.5
38,0.059000,0.025923,0.078350,0.144250,0.051075,1.996829,0.040523,0.021248,nan,1.000e-03,21.6
39,0.059000,0.025246,0.074372,0.141240,0.074092,2.000814,0.041526,0.021240,nan,1.000e-03,21.4
40,0.059000,0.024538,0.078436,0.142315,0.089452,2.003850,0.043119,0.023477,196.9011,1.000e-03,32.7
41,0.059000,0.025020,0.077508,0.139688,0.021563,1.993555,0.042354,0.022942,nan,1.000e-03,21.6
42,0.059000,0.029545,0.077242,0.161372,0.024249,2.014785,0.051105,0.029689,nan,1.000e-03,21.2
43,0.059000,0.024557,0.075275,0.144404,0.074866,1.998635,0.040768,0.021117,nan,1.000e-03,21.5
44,0.059000,0.024976,0.077129,0.144470,0.015208,2.004760,0.041034,0.021732,nan,1.000e-03,21.2
45,0.059000,0.025318,0.074183,0.145815,0.046973,1.998275,0.041869,0.022249,199.5795,1.000e-03,33.0
46,0.059000,0.023004,0.076672,0.139525,0.107691,2.000499,0.043955,0.023762,nan,1.000e-03,22.2
47,0.059000,0.024399,0.080853,0.137960,0.040996,2.002961,0.042230,0.022852,nan,1.000e-03,21.5
48,0.059000,0.026574,0.077725,0.147779,0.045981,2.008970,0.040147,0.020109,nan,1.000e-03,21.7
49,0.059000,0.024396,0.072370,0.143722,0.032752,1.995344,0.037988,0.018771,nan,1.000e-03,21.7
50,0.059000,0.022496,0.078879,0.134055,0.010203,1.992693,0.039863,0.021031,206.3690,1.000e-03,33.5
51,0.059000,0.024833,0.082204,0.142575,0.049752,2.001428,0.037982,0.018287,nan,1.000e-03,21.8
52,0.059000,0.027402,0.083018,0.150068,0.035789,1.974913,0.050743,0.027316,nan,1.000e-03,21.8
53,0.059000,0.025735,0.081412,0.151220,0.054895,2.016546,0.041951,0.021805,nan,1.000e-03,21.7
54,0.059000,0.023369,0.079110,0.141377,0.085244,1.995566,0.040649,0.021160,nan,1.000e-03,21.5
55,0.059000,0.024025,0.079102,0.145146,0.052736,1.999317,0.045670,0.026391,186.5350,1.000e-03,33.3
56,0.059000,0.024387,0.081281,0.144574,0.057664,2.001914,0.041867,0.022319,nan,1.000e-03,21.8
57,0.059000,0.024104,0.081437,0.142622,-0.021882,2.006180,0.043750,0.023712,nan,1.000e-03,21.6
58,0.059000,0.024085,0.082323,0.142591,0.027958,2.003745,0.041383,0.021403,nan,1.000e-03,21.4
59,0.059000,0.022820,0.079980,0.138764,0.004713,2.007645,0.039752,0.020275,nan,1.000e-03,21.5
60,0.059000,0.021743,0.080345,0.138576,0.044176,2.006777,0.037510,0.018407,214.6737,1.000e-03,32.0
61,0.059000,0.021255,0.073362,0.139991,-0.000641,1.995575,0.042124,0.022534,nan,1.000e-03,21.8
62,0.059000,0.022298,0.079195,0.137258,0.031443,1.991285,0.050154,0.028608,nan,1.000e-03,21.5
63,0.059000,0.026408,0.081710,0.145239,0.041870,2.010937,0.039416,0.019270,nan,1.000e-03,21.6
64,0.059000,0.021319,0.081064,0.139703,0.024498,2.000352,0.040247,0.020269,nan,1.000e-03,21.7
65,0.059000,0.020441,0.081366,0.132039,0.012705,1.997398,0.043913,0.023945,198.0625,1.000e-03,34.6
66,0.059000,0.021235,0.079866,0.133927,0.007485,1.998161,0.036521,0.016958,nan,1.000e-03,22.0
67,0.059000,0.021998,0.080814,0.138189,0.018940,2.001813,0.034453,0.015789,nan,1.000e-03,21.8
68,0.059000,0.021711,0.083180,0.141823,0.029847,1.998993,0.038356,0.019240,nan,1.000e-03,21.7
69,0.059000,0.021508,0.079169,0.137577,0.033489,1.998132,0.042130,0.021967,nan,1.000e-03,21.5
70,0.059000,0.021309,0.078791,0.138723,0.036236,1.993403,0.040739,0.020714,187.4785,1.000e-03,32.9
