epoch,beta,recon,kl,perc,loss_g,loss_d,val_loss,val_recon,fid,lr,seconds
32,0.059000,0.028331,0.072268,0.160162,0.061276,1.986253,0.044991,0.024790,nan,1.000e-03,21.2
33,0.059000,0.027968,0.072257,0.155935,0.075797,1.986101,0.056506,0.034062,nan,1.000e-03,21.0
34,0.059000,0.029364,0.076928,0.156287,0.061831,2.012457,0.048227,0.025925,nan,1.000e-03,21.0
35,0.059000,0.029621,0.071401,0.156474,0.064401,2.001697,0.046283,0.025780,212.5396,1.000e-03,31.1
36,0.059000,0.026100,0.069383,0.153596,0.076363,2.002350,0.043477,0.022840,nan,1.000e-03,21.5
37,0.059000,0.028595,0.074999,0.153003,0.056907,1.985232,0.063883,0.042428,nan,1.000e-03,20.9
38,0.059000,0.028004,0.075690,0.148834,0.029909,2.008254,0.044080,0.024161,nan,1.000e-03,21.2
39,0.059000,0.026505,0.073217,0.149620,0.079950,1.995432,0.051204,0.029461,nan,1.000e-03,21.1
40,0.059000,0.028211,0.075829,0.151502,0.108389,1.996717,0.061142,0.039589,189.7954,1.000e-03,30.9
41,0.059000,0.026357,0.077900,0.150365,0.035486,1.975960,0.054977,0.035566,nan,1.000e-03,21.3
42,0.059000,0.029691,0.076170,0.157117,0.034272,1.998277,0.053132,0.030665,nan,1.000e-03,20.9
43,0.059000,0.031498,0.081595,0.161967,0.081442,2.011874,0.052549,0.029429,nan,1.000e-03,21.0
44,0.059000,0.043695,0.073774,0.190338,0.101320,1.790916,0.055280,0.031673,nan,1.000e-03,21.0
45,0.059000,0.038137,0.085959,0.194889,0.081802,1.967125,0.052083,0.028314,214.3156,1.000e-03,30.7
46,0.059000,0.029714,0.077410,0.183886,0.042076,1.965156,0.051024,0.026773,nan,1.000e-03,21.9
47,0.059000,0.028626,0.074577,0.176857,0.054012,2.009500,0.046700,0.023878,nan,1.000e-03,21.3
48,0.059000,0.026065,0.078447,0.169090,0.053132,1.988682,0.046296,0.023950,nan,1.000e-03,21.2
49,0.059000,0.028490,0.081100,0.166730,0.051415,1.971082,0.057938,0.033568,nan,1.000e-03,21.2
50,0.059000,0.029401,0.079548,0.164526,0.053287,1.979719,0.058719,0.035515,197.8710,1.000e-03,31.7
51,0.059000,0.025963,0.075597,0.161501,0.057132,1.983364,0.051659,0.030722,nan,1.000e-03,21.9
52,0.059000,0.026212,0.076136,0.160846,0.058283,1.982080,0.038890,0.018873,nan,1.000e-03,21.1
53,0.059000,0.025437,0.077712,0.154734,0.064986,1.968559,0.053261,0.030440,nan,1.000e-03,21.2
54,0.059000,0.027952,0.080909,0.161304,0.049358,2.018665,0.048562,0.025826,nan,1.000e-03,21.4
55,0.059000,0.024498,0.075655,0.154254,0.066030,1.989000,0.041867,0.021841,225.9383,1.000e-03,31.3
56,0.059000,0.024592,0.075168,0.151412,0.032528,1.989492,0.044819,0.023301,nan,1.000e-03,21.4
57,0.059000,0.024484,0.085788,0.152506,0.038187,2.007990,0.043393,0.022554,nan,1.000e-03,21.2
58,0.059000,0.023580,0.078669,0.150651,0.009430,1.996115,0.049340,0.027495,nan,1.000e-03,21.1
59,0.059000,0.023501,0.081315,0.152484,0.052744,2.001212,0.038055,0.018383,nan,1.000e-03,21.1
60,0.059000,0.024431,0.075448,0.152322,0.041586,1.997026,0.045159,0.024009,227.4784,1.000e-03,31.7
61,0.059000,0.023742,0.080542,0.147746,0.081850,1.997658,0.040142,0.019856,nan,1.000e-03,21.7
62,0.059000,0.025954,0.076384,0.151292,0.052480,2.006859,0.042919,0.023237,nan,1.000e-03,21.2
63,0.059000,0.025320,0.077595,0.152169,0.039952,2.011573,0.046138,0.022921,nan,1.000e-03,21.1
64,0.059000,0.025192,0.079119,0.152440,0.021363,2.011903,0.038239,0.018574,nan,1.000e-03,21.1
65,0.059000,0.023520,0.080768,0.148402,0.012791,1.993035,0.042239,0.021949,199.9508,1.000e-03,31.7
66,0.059000,0.022869,0.078126,0.146997,0.095213,1.996967,0.042016,0.020858,nan,1.000e-03,21.7
67,0.059000,0.025254,0.080814,0.150071,0.038117,2.026410,0.048757,0.026272,nan,1.000e-03,21.5
68,0.059000,0.021610,0.075057,0.145956,0.003363,1.993732,0.040713,0.021032,nan,1.000e-03,21.0
69,0.059000,0.022304,0.078273,0.147246,0.037505,1.986310,0.042646,0.022503,nan,1.000e-03,21.0
70,0.059000,0.022897,0.082532,0.149491,0.089482,2.007515,0.040700,0.020926,186.0586,1.000e-03,31.0
