ratio,metric,value
0.0,precision:deposit,0.6271186440677966
0.0,recall:deposit,0.46443514644351463
0.0,f1:deposit,0.533653846153846
0.0,support:deposit,239.0
0.0,precision:discontinuity,0.9226713532513181
0.0,recall:discontinuity,0.8823529411764706
0.0,f1:discontinuity,0.902061855670103
0.0,support:discontinuity,595.0
0.0,precision:pore,0.6
0.0,recall:pore,0.19672131147540983
0.0,f1:pore,0.2962962962962963
0.0,support:pore,61.0
0.0,precision:stain,0.7311827956989247
0.0,recall:stain,0.864406779661017
0.0,f1:stain,0.7922330097087378
0.0,support:stain,708.0
0.0,accuracy,0.7860262008733624
0.0,macro_f1,0.6310612519572458
0.0,weighted_f1,0.7755739976932882
0.0,n_synthetic,0.0
0.0,n_train,1090.0
0.25,precision:deposit,0.7407407407407407
0.25,recall:deposit,0.5857740585774058
0.25,f1:deposit,0.6542056074766355
0.25,support:deposit,239.0
0.25,precision:discontinuity,0.9456140350877194
0.25,recall:discontinuity,0.9058823529411765
0.25,f1:discontinuity,0.9253218884120172
0.25,support:discontinuity,595.0
0.25,precision:pore,0.6666666666666666
0.25,recall:pore,0.5245901639344263
0.25,f1:pore,0.5871559633027523
0.25,support:pore,61.0
0.25,precision:stain,0.8052763819095478
0.25,recall:stain,0.905367231638418
0.25,f1:stain,0.8523936170212765
0.25,support:stain,708.0
0.25,accuracy,0.843418590143481
0.25,macro_f1,0.7547692690531703
0.25,weighted_f1,0.8398208723671851
0.25,n_synthetic,327.0
0.25,n_train,1417.0
0.5,precision:deposit,0.7371134020618557
0.5,recall:deposit,0.5983263598326359
0.5,f1:deposit,0.6605080831408776
0.5,support:deposit,239.0
0.5,precision:discontinuity,0.9336734693877551
0.5,recall:discontinuity,0.9226890756302522
0.5,f1:discontinuity,0.9281487743026204
0.5,support:discontinuity,595.0
0.5,precision:pore,0.8076923076923077
0.5,recall:pore,0.3442622950819672
0.5,f1:pore,0.4827586206896552
0.5,support:pore,61.0
0.5,precision:stain,0.8025157232704403
0.5,recall:stain,0.9011299435028248
0.5,f1:stain,0.8489687292082503
0.5,support:stain,708.0
0.5,accuracy,0.8427947598253275
0.5,macro_f1,0.7300960518353509
0.5,weighted_f1,0.8363244471130625
0.5,n_synthetic,655.0
0.5,n_train,1745.0
0.75,precision:deposit,0.6741071428571429
0.75,recall:deposit,0.6317991631799164
0.75,f1:deposit,0.6522678185745141
0.75,support:deposit,239.0
0.75,precision:discontinuity,0.9008
0.75,recall:discontinuity,0.946218487394958
0.75,f1:discontinuity,0.9229508196721312
0.75,support:discontinuity,595.0
0.75,precision:pore,0.7037037037037037
0.75,recall:pore,0.3114754098360656
0.75,f1:pore,0.43181818181818177
0.75,support:pore,61.0
0.75,precision:stain,0.8294360385144429
0.75,recall:stain,0.8516949152542372
0.75,f1:stain,0.840418118466899
0.75,support:stain,708.0
0.75,accuracy,0.8334373050530256
0.75,macro_f1,0.7118637346329315
0.75,weighted_f1,0.8274514555893328
0.75,n_synthetic,983.0
0.75,n_train,2073.0
1.0,precision:deposit,0.7848101265822784
1.0,recall:deposit,0.5188284518828452
1.0,f1:deposit,0.6246851385390428
1.0,support:deposit,239.0
1.0,precision:discontinuity,0.9370748299319728
1.0,recall:discontinuity,0.9260504201680673
1.0,f1:discontinuity,0.9315300084530855
1.0,support:discontinuity,595.0
1.0,precision:pore,0.6571428571428571
1.0,recall:pore,0.3770491803278688
1.0,f1:pore,0.47916666666666663
1.0,support:pore,61.0
1.0,precision:stain,0.7883211678832117
1.0,recall:stain,0.9152542372881356
1.0,f1:stain,0.8470588235294118
1.0,support:stain,708.0
1.0,accuracy,0.8396756082345602
1.0,macro_f1,0.7206101592970517
1.0,weighted_f1,0.8312582138901481
1.0,n_synthetic,1310.0
1.0,n_train,2400.0
