epoch,beta,recon,kl,perc,loss_g,loss_d,val_loss,val_recon,fid,lr,seconds
29,0.059000,0.026555,0.075238,0.152352,0.016241,2.000884,0.044896,0.024767,nan,1.000e-03,21.3
30,0.059000,0.027165,0.075453,0.153579,0.050418,1.995566,0.044714,0.024264,239.2637,1.000e-03,33.4
31,0.059000,0.027004,0.077728,0.150588,0.053703,1.994307,0.038881,0.020605,nan,1.000e-03,22.3
32,0.059000,0.026796,0.070986,0.150572,0.047606,1.990785,0.045740,0.025257,nan,1.000e-03,21.7
33,0.059000,0.029593,0.077804,0.157526,0.085444,2.013919,0.041554,0.021383,nan,1.000e-03,21.2
34,0.059000,0.025291,0.068161,0.147749,0.058216,1.998000,0.047084,0.026278,nan,1.000e-03,21.4
35,0.059000,0.025368,0.073536,0.149662,0.068063,1.989557,0.042896,0.023737,198.7457,1.000e-03,32.0
36,0.059000,0.029285,0.074213,0.156651,0.012518,1.996353,0.055295,0.033923,nan,1.000e-03,21.5
37,0.059000,0.025902,0.078005,0.149763,0.037347,2.005733,0.038518,0.019321,nan,1.000e-03,21.1
38,0.059000,0.025206,0.071020,0.152662,0.039349,2.009162,0.047206,0.027550,nan,1.000e-03,21.4
39,0.059000,0.027001,0.080417,0.149807,0.063782,1.972784,0.048139,0.027248,nan,1.000e-03,20.6
40,0.059000,0.027253,0.080549,0.150759,0.036720,1.998704,0.036708,0.018197,232.6846,1.000e-03,34.3
41,0.059000,0.026166,0.070269,0.155495,0.032386,1.990307,0.047089,0.026104,nan,1.000e-03,21.0
42,0.059000,0.027033,0.076846,0.151975,0.023885,1.993971,0.047798,0.027100,nan,1.000e-03,20.5
43,0.059000,0.024269,0.078763,0.142824,0.013957,1.989762,0.042029,0.023464,nan,1.000e-03,20.9
44,0.059000,0.025452,0.073973,0.143657,0.015813,1.996976,0.042516,0.023077,nan,1.000e-03,21.5
45,0.059000,0.026531,0.077709,0.152598,0.029830,1.987905,0.045356,0.025059,200.0747,1.000e-03,35.3
46,0.059000,0.024594,0.073405,0.148410,0.039553,2.008215,0.046560,0.027512,nan,1.000e-03,23.0
47,0.059000,0.023199,0.075899,0.144280,0.048246,1.990852,0.046338,0.027309,nan,1.000e-03,23.0
48,0.059000,0.024208,0.074456,0.144758,0.037474,1.993068,0.041095,0.022354,nan,1.000e-03,22.1
49,0.059000,0.024395,0.074588,0.142085,0.058322,1.989021,0.039742,0.020594,nan,1.000e-03,21.6
50,0.059000,0.025737,0.075631,0.150038,0.055363,1.986672,0.040088,0.021138,203.2249,1.000e-03,32.8
51,0.059000,0.026155,0.076410,0.150310,0.028129,1.995996,0.042797,0.023006,nan,1.000e-03,21.8
52,0.059000,0.024999,0.077062,0.148648,0.041066,1.982525,0.047757,0.027377,nan,1.000e-03,21.5
53,0.059000,0.037325,0.077561,0.178048,0.044276,1.982906,0.051143,0.031035,nan,1.000e-03,21.6
54,0.059000,0.026413,0.071468,0.169032,0.044061,1.985746,0.043957,0.022700,nan,1.000e-03,20.9
55,0.059000,0.026122,0.075300,0.163378,0.075136,1.984099,0.049285,0.027304,213.7854,1.000e-03,30.5
56,0.059000,0.024952,0.080799,0.160607,0.070496,2.004246,0.044156,0.023787,nan,1.000e-03,21.2
57,0.059000,0.029856,0.079743,0.169020,0.085819,1.997398,0.121661,0.087393,nan,1.000e-03,20.7
58,0.059000,0.031546,0.080366,0.182623,0.067391,2.008590,0.049426,0.027059,nan,1.000e-03,20.9
59,0.059000,0.024302,0.079359,0.164053,0.092647,1.976250,0.040395,0.019686,nan,1.000e-03,21.2
60,0.059000,0.026259,0.078049,0.166896,0.053592,1.976583,0.046127,0.024938,249.8996,1.000e-03,30.1
61,0.059000,0.030080,0.081448,0.173516,0.080941,1.967813,0.052686,0.029031,nan,1.000e-03,21.0
62,0.059000,0.029619,0.080061,0.174529,0.064544,1.951352,0.055124,0.032289,nan,1.000e-03,21.4
63,0.059000,0.036597,0.082930,0.184605,0.055954,2.044302,0.047218,0.025138,nan,1.000e-03,21.7
64,0.059000,0.027220,0.076254,0.175350,0.058734,2.004487,0.039270,0.018374,nan,1.000e-03,21.5
65,0.059000,0.023666,0.073741,0.164088,0.072223,1.978428,0.038689,0.018248,220.9342,1.000e-03,33.7
66,0.059000,0.023945,0.078471,0.157428,0.042899,1.984998,0.042529,0.020754,nan,1.000e-03,22.4
67,0.059000,0.024406,0.080474,0.157959,0.063923,1.975084,0.036821,0.016896,nan,1.000e-03,21.9
68,0.059000,0.029545,0.083500,0.165790,0.076582,2.024800,0.038318,0.018291,nan,1.000e-03,21.1
69,0.059000,0.024237,0.079617,0.160065,-0.013883,1.993692,0.039472,0.018838,nan,1.000e-03,20.8
70,0.059000,0.022381,0.082168,0.155789,0.016835,1.992023,0.042051,0.021190,191.5518,1.000e-03,31.3
