ratio,metric,value
0.0,precision:deposit,0.7616279069767442
0.0,recall:deposit,0.532520325203252
0.0,f1:deposit,0.6267942583732057
0.0,support:deposit,246.0
0.0,precision:discontinuity,0.9436860068259386
0.0,recall:discontinuity,0.8948220064724919
0.0,f1:discontinuity,0.9186046511627908
0.0,support:discontinuity,618.0
0.0,precision:pore,0.603448275862069
0.0,recall:pore,0.5932203389830508
0.0,f1:pore,0.5982905982905983
0.0,support:pore,59.0
0.0,precision:stain,0.7870257037943696
0.0,recall:stain,0.9056338028169014
0.0,f1:stain,0.842174197773412
0.0,support:stain,710.0
0.0,accuracy,0.8340477648499693
0.0,macro_f1,0.7464659264000016
0.0,weighted_f1,0.8298419398020093
0.0,n_synthetic,0.0
0.0,n_train,1090.0
0.25,precision:deposit,0.7371134020618557
0.25,recall:deposit,0.5813008130081301
0.25,f1:deposit,0.65
0.25,support:deposit,246.0
0.25,precision:discontinuity,0.9454855195911414
0.25,recall:discontinuity,0.8980582524271845
0.25,f1:discontinuity,0.921161825726141
0.25,support:discontinuity,618.0
0.25,precision:pore,0.7272727272727273
0.25,recall:pore,0.2711864406779661
0.25,f1:pore,0.39506172839506176
0.25,support:pore,59.0
0.25,precision:stain,0.7855421686746988
0.25,recall:stain,0.9183098591549296
0.25,f1:stain,0.8467532467532468
0.25,support:stain,710.0
0.25,accuracy,0.8364972443355787
0.25,macro_f1,0.7032442002186123
0.25,weighted_f1,0.8289537388051862
0.25,n_synthetic,327.0
0.25,n_train,1417.0
0.5,precision:deposit,0.7386363636363636
0.5,recall:deposit,0.5284552845528455
0.5,f1:deposit,0.6161137440758293
0.5,support:deposit,246.0
0.5,precision:discontinuity,0.9437819420783645
0.5,recall:discontinuity,0.8964401294498382
0.5,f1:discontinuity,0.9195020746887966
0.5,support:discontinuity,618.0
0.5,precision:pore,0.6956521739130435
0.5,recall:pore,0.2711864406779661
0.5,f1:pore,0.3902439024390244
0.5,support:pore,59.0
0.5,precision:stain,0.7650531286894924
0.5,recall:stain,0.9126760563380282
0.5,f1:stain,0.8323699421965318
0.5,support:stain,710.0
0.5,accuracy,0.8254745866503368
0.5,macro_f1,0.6895574158500455
0.5,weighted_f1,0.8167932102901225
0.5,n_synthetic,655.0
0.5,n_train,1745.0
0.75,precision:deposit,0.793939393939394
0.75,recall:deposit,0.532520325203252
0.75,f1:deposit,0.6374695863746959
0.75,support:deposit,246.0
0.75,precision:discontinuity,0.9559082892416225
0.75,recall:discontinuity,0.8770226537216829
0.75,f1:discontinuity,0.9147679324894514
0.75,support:discontinuity,618.0
0.75,precision:pore,0.5357142857142857
0.75,recall:pore,0.2542372881355932
0.75,f1:pore,0.3448275862068965
0.75,support:pore,59.0
0.75,precision:stain,0.7583046964490263
0.75,recall:stain,0.9323943661971831
0.75,f1:stain,0.8363866077068857
0.75,support:stain,710.0
0.75,accuracy,0.8266993263931415
0.75,macro_f1,0.6833629281944824
0.75,weighted_f1,0.8183242006030322
0.75,n_synthetic,983.0
0.75,n_train,2073.0
1.0,precision:deposit,0.7888198757763976
1.0,recall:deposit,0.516260162601626
1.0,f1:deposit,0.624078624078624
1.0,support:deposit,246.0
1.0,precision:discontinuity,0.9474576271186441
1.0,recall:discontinuity,0.9045307443365695
1.0,f1:discontinuity,0.9254966887417219
1.0,support:discontinuity,618.0
1.0,precision:pore,0.6666666666666666
1.0,recall:pore,0.3050847457627119
1.0,f1:pore,0.4186046511627908
1.0,support:pore,59.0
1.0,precision:stain,0.7707602339181286
1.0,recall:stain,0.928169014084507
1.0,f1:stain,0.8421725239616614
1.0,support:stain,710.0
1.0,accuracy,0.8346601347213717
1.0,macro_f1,0.7025881219861996
1.0,weighted_f1,0.8255483537030679
1.0,n_synthetic,1310.0
1.0,n_train,2400.0
