epoch,beta,recon,kl,perc,loss_g,loss_d,val_loss,val_recon,fid,lr,seconds
56,0.059000,0.022512,0.074269,0.136162,0.046272,1.999750,0.039079,0.020760,nan,1.000e-03,21.7
57,0.059000,0.022333,0.069647,0.134615,0.042725,2.000864,0.038624,0.020449,nan,1.000e-03,21.2
58,0.059000,0.021899,0.069816,0.131915,0.019625,2.002912,0.036435,0.018292,nan,1.000e-03,21.7
59,0.059000,0.021724,0.070764,0.132118,0.062501,1.996538,0.041306,0.022633,nan,1.000e-03,21.4
60,0.059000,0.021568,0.071993,0.135471,0.027811,2.001753,0.039499,0.020450,199.0680,1.000e-03,31.2
61,0.059000,0.021134,0.070288,0.132960,0.041665,1.999688,0.041150,0.021461,nan,1.000e-03,21.5
62,0.059000,0.021879,0.071003,0.132919,-0.013464,1.995834,0.044439,0.025652,nan,1.000e-03,20.8
63,0.059000,0.021931,0.069073,0.134104,0.019094,1.997573,0.044588,0.025827,nan,1.000e-03,21.2
64,0.059000,0.023178,0.071157,0.135529,0.018896,1.997414,0.045616,0.025370,nan,1.000e-03,21.5
65,0.059000,0.022694,0.074460,0.133242,0.001829,1.998227,0.043924,0.023925,202.6334,1.000e-03,32.2
66,0.059000,0.023755,0.072350,0.136184,0.004221,1.997930,0.038381,0.019108,nan,1.000e-03,21.8
67,0.059000,0.023568,0.070503,0.136500,0.058284,1.983486,0.048402,0.028051,nan,1.000e-03,21.2
68,0.059000,0.023411,0.071231,0.139816,0.028965,2.007793,0.037458,0.019075,nan,1.000e-03,20.9
69,0.059000,0.020606,0.064100,0.131142,0.018847,1.998544,0.034250,0.016573,nan,1.000e-03,21.2
70,0.059000,0.021243,0.068281,0.134998,0.052405,1.996226,0.039754,0.020882,195.3363,1.000e-03,34.2
